route,bird,flight,date,start_time,rel_lat,rel_lon,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m,temperature_2m,precipitation,shortwave_radiation,surface_pressure
R3,B_D90,04,2011-05-24,10:52:29,51.79212,-1.17175,75,57,0,36,26.3,274,48.6,12.2,0.0,596.0,1010.9
R3,B_D90,05,2011-06-01,12:29:23,51.79208,-1.17177,100,100,0,86,13.4,250,31.0,15.3,0.0,569.0,1015.8
R3,B_D90,06,2011-06-07,10:35:30,51.79205,-1.17176,95,93,49,0,19.5,205,37.1,13.4,0.0,513.0,989.0
R3,B_D98,01,2011-05-09,09:21:53,51.79205,-1.17165,36,35,4,0,20.7,188,45.0,12.9,0.0,311.0,1006.4
R3,B_D98,02,2011-05-13,09:48:45,51.79213,-1.17185,41,2,0,40,10.5,243,23.4,11.1,0.0,413.0,1006.9
R3,B_D98,03,2011-05-19,14:30:05,51.79214,-1.17178,98,98,12,0,4.6,231,16.2,15.0,0.0,436.0,1004.3
R3,B_D98,04,2011-05-24,10:36:35,51.79213,-1.17176,75,57,0,36,26.3,274,48.6,12.2,0.0,596.0,1010.9
R3,B_D98,05,2011-06-01,12:22:05,51.79211,-1.17173,100,100,0,86,13.4,250,31.0,15.3,0.0,569.0,1015.8
R3,B_D98,06,2011-06-07,10:46:35,51.79214,-1.17174,95,93,49,0,19.5,205,37.1,13.4,0.0,513.0,989.0
R3,C_A39,01,2011-05-05,16:39:05,51.79208,-1.17165,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_A39,02,2011-05-12,09:18:05,51.79208,-1.17172,31,26,16,0,18.4,272,40.7,11.5,0.0,400.0,1005.3
R3,C_A39,03,2011-05-19,14:37:35,51.79213,-1.17163,98,98,12,0,4.6,231,16.2,15.0,0.0,436.0,1004.3
R3,C_A39,04,2011-05-24,09:38:05,51.79214,-1.17174,44,14,0,34,23.4,269,45.4,10.6,0.0,424.0,1010.2
R3,C_A39,05,2011-05-25,09:48:59,51.79228,-1.17175,89,0,64,86,13.7,166,27.7,11.5,0.0,429.0,1010.9
R3,C_A39,06,2011-06-02,09:11:35,51.79214,-1.17173,9,8,0,0,8.0,27,19.4,15.0,0.0,422.0,1020.0
R3,C_A43,01,2011-05-05,16:49:42,51.79202,-1.17169,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_A43,02,2011-05-12,10:17:36,51.79207,-1.17169,33,30,12,0,18.8,267,42.5,12.6,0.0,521.0,1005.4
R3,C_A43,03,2011-05-19,14:20:36,51.7921,-1.17174,98,98,12,0,4.6,231,16.2,15.0,0.0,436.0,1004.3
R3,C_A43,04,2011-05-24,10:11:35,51.79211,-1.17176,75,57,0,36,26.3,274,48.6,12.2,0.0,596.0,1010.9
R3,C_A43,05,2011-05-25,12:21:05,51.7921,-1.17176,95,1,15,94,19.5,182,41.8,15.7,0.0,760.0,1008.4
R3,C_A43,06,2011-06-02,09:36:36,51.79218,-1.17162,9,8,0,0,8.0,27,19.4,15.0,0.0,422.0,1020.0
R3,C_A47,01,2011-05-05,16:26:33,51.79205,-1.17162,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_A47,02,2011-05-12,08:58:37,51.79205,-1.17167,5,1,4,0,14.3,258,28.1,10.1,0.0,250.0,1005.0
R3,C_A47,03,2011-05-19,12:33:24,51.79225,-1.17216,100,100,0,0,3.6,270,16.2,14.0,0.0,538.0,1004.5
R3,C_A47,04,2011-05-24,09:18:36,51.79213,-1.17177,44,14,0,34,23.4,269,45.4,10.6,0.0,424.0,1010.2
R3,C_A47,05,2011-05-25,11:53:30,51.79224,-1.17217,92,0,31,91,16.9,181,38.5,14.5,0.0,683.0,1009.1
R3,C_A47,06,2011-06-02,09:27:59,51.79215,-1.17169,9,8,0,0,8.0,27,19.4,15.0,0.0,422.0,1020.0
R3,C_D00,01,2011-05-05,16:26:06,51.79209,-1.17162,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_D00,02,2011-05-12,09:08:05,51.79207,-1.17169,31,26,16,0,18.4,272,40.7,11.5,0.0,400.0,1005.3
R3,C_D00,03,2011-05-19,14:01:59,51.79212,-1.17176,98,98,12,0,4.6,231,16.2,15.0,0.0,436.0,1004.3
R3,C_D00,04,2011-05-24,08:58:53,51.79211,-1.17177,71,0,0,70,22.4,266,40.3,9.4,0.0,262.0,1009.5
R3,C_D00,05,2011-05-25,12:14:53,51.79219,-1.17172,95,1,15,94,19.5,182,41.8,15.7,0.0,760.0,1008.4
R3,C_D00,06,2011-06-02,08:55:36,51.79242,-1.17145,12,11,0,0,7.5,17,18.0,13.3,0.0,288.0,1019.6
R3,C_D01,01,2011-05-05,16:09:06,51.79198,-1.17163,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_D01,02,2011-05-12,10:27:29,51.79204,-1.17167,33,30,12,0,18.8,267,42.5,12.6,0.0,521.0,1005.4
R3,C_D01,03,2011-05-19,12:54:05,51.79214,-1.17172,100,100,0,0,3.6,270,16.2,14.0,0.0,538.0,1004.5
R3,C_D01,04,2011-05-24,10:27:35,51.79213,-1.17176,75,57,0,36,26.3,274,48.6,12.2,0.0,596.0,1010.9
R3,C_D01,05,2011-05-25,11:31:51,51.79212,-1.17174,92,0,31,91,16.9,181,38.5,14.5,0.0,683.0,1009.1
R3,C_D01,06,2011-06-02,09:44:29,51.7921,-1.17168,9,8,0,0,8.0,27,19.4,15.0,0.0,422.0,1020.0
R3,C_D08,01,2011-05-05,16:18:01,51.79194,-1.17159,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_D08,02,2011-05-12,10:07:35,51.79206,-1.17165,33,30,12,0,18.8,267,42.5,12.6,0.0,521.0,1005.4
R3,C_D08,03,2011-05-19,12:13:06,51.79208,-1.17172,100,100,0,0,3.6,270,16.2,14.0,0.0,538.0,1004.5
R3,C_D08,04,2011-05-24,10:02:35,51.79212,-1.17175,75,57,0,36,26.3,274,48.6,12.2,0.0,596.0,1010.9
R3,C_D08,05,2011-05-25,11:38:00,51.79213,-1.17159,92,0,31,91,16.9,181,38.5,14.5,0.0,683.0,1009.1
R3,C_D08,06,2011-06-02,09:59:06,51.79206,-1.17161,9,8,0,0,8.0,27,19.4,15.0,0.0,422.0,1020.0
R3,C_D10,01,2011-05-05,16:55:59,51.79208,-1.17154,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_D10,02,2011-05-12,09:57:53,51.79207,-1.17169,31,26,16,0,18.4,272,40.7,11.5,0.0,400.0,1005.3
R3,C_D10,03,2011-05-19,13:33:23,51.79212,-1.17175,100,100,0,0,3.9,248,16.2,14.6,0.0,523.0,1004.5
R3,C_D10,04,2011-05-24,09:54:05,51.79209,-1.17175,44,14,0,34,23.4,269,45.4,10.6,0.0,424.0,1010.2
R3,C_D10,05,2011-05-25,12:07:05,51.79203,-1.17181,95,1,15,94,19.5,182,41.8,15.7,0.0,760.0,1008.4
R3,C_D10,06,2011-06-02,08:48:05,51.79212,-1.17176,12,11,0,0,7.5,17,18.0,13.3,0.0,288.0,1019.6
R3,C_D15,01,2011-05-05,16:12:13,51.79205,-1.17165,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_D15,02,2011-05-12,09:37:35,51.79203,-1.1717,31,26,16,0,18.4,272,40.7,11.5,0.0,400.0,1005.3
R3,C_D15,03,2011-05-19,13:43:05,51.79217,-1.17179,100,100,0,0,3.9,248,16.2,14.6,0.0,523.0,1004.5
R3,C_D15,04,2011-05-24,11:00:23,51.79214,-1.17178,100,100,0,40,23.1,274,51.8,13.3,0.0,646.0,1011.4
R3,C_D15,05,2011-05-25,11:25:53,51.79209,-1.17172,92,0,31,91,16.9,181,38.5,14.5,0.0,683.0,1009.1
R3,C_D15,06,2011-06-02,09:03:53,51.79211,-1.17175,9,8,0,0,8.0,27,19.4,15.0,0.0,422.0,1020.0
R3,C_D88,01,2011-05-05,16:45:29,51.79203,-1.17163,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_D88,02,2011-05-12,09:47:58,51.79205,-1.17166,31,26,16,0,18.4,272,40.7,11.5,0.0,400.0,1005.3
R3,C_D88,03,2011-05-19,13:13:24,51.79214,-1.17176,100,100,0,0,3.9,248,16.2,14.6,0.0,523.0,1004.5
R3,C_D88,04,2011-05-24,12:22:34,51.79211,-1.17172,100,100,52,73,22.3,267,51.8,14.1,0.0,651.0,1011.8
R3,C_D88,05,2011-05-25,11:59:22,51.79214,-1.17176,92,0,31,91,16.9,181,38.5,14.5,0.0,683.0,1009.1
R3,C_D88,06,2011-06-02,09:20:05,51.79214,-1.17172,9,8,0,0,8.0,27,19.4,15.0,0.0,422.0,1020.0
R3,C_D93,01,2011-05-05,16:33:05,51.792,-1.17171,100,9,25,100,22.8,186,47.5,17.3,0.0,420.0,1002.9
R3,C_D93,02,2011-05-12,09:27:53,51.79207,-1.17168,31,26,16,0,18.4,272,40.7,11.5,0.0,400.0,1005.3
R3,C_D93,03,2011-05-19,11:52:05,51.79209,-1.17176,98,97,0,0,3.6,307,18.0,13.3,0.0,546.0,1004.6
R3,C_D93,04,2011-05-24,10:44:29,51.79213,-1.17176,75,57,0,36,26.3,274,48.6,12.2,0.0,596.0,1010.9
R3,C_D93,05,2011-05-25,11:46:05,51.79222,-1.17195,92,0,31,91,16.9,181,38.5,14.5,0.0,683.0,1009.1
R3,C_D93,06,2011-06-02,09:51:53,51.79212,-1.17173,9,8,0,0,8.0,27,19.4,15.0,0.0,422.0,1020.0
